Date	Client File Number	Client File Merge	Bus Tickets (Number of)	Notes of Service	Food Provided for	Food Pounds	Clothing Items	Diapers	School Kits	Hygiene Kits	Referrals	Financial Support	Type of Bill Paid	Payer of Support	Field1	Field2	Field3
1/21/2003	683	20683		"food, clothes"	1		6					0.00					
8/21/2003	683	20683					6					0.00					
1/22/2004	683	20683		clothes			3					0.00					
10/4/2005	683	20683					2			1		0.00					
9/21/2006	683	20683				0	11					0.00					
9/9/2009	683	0			1	10	17					0.00					
9/22/2009	683	0				0				1		0.00					
1/4/2010	683	0			1	10	6					0.00					
9/16/2010	683	0				0	12					0.00					
12/23/2010	683	0			1	15	12					0.00					
2/22/2011	683	0			0	0	0					0.00					
5/11/2011	683	0				0	10					0.00					
3/5/2012	683	0				0	7					0.00					
4/10/2012	683	0			1	15	10					0.00					
10/3/2013	683	0			1	15	8					0.00					
7/8/2014	683	0				0	5					0.00					
11/10/2014	683	0				0	6					0.00					
11/17/2014	683	0				0	4					0.00					
2/2/2015	683	0				0	3					0.00					
2/3/2015	683	0			1	15	1					0.00					
5/26/2015	683	0				0	5					0.00					
3/24/2016	683	0			1	15	6					0.00					
7/14/2016	683	0			1	16	7					0.00					
9/1/2016	683	0			6	50	6					0.00					
7/31/2018	683	0			1	18	3					0.00					
10/29/2018	683	0			1	18	4					0.00					
11/12/2001	684	20684			2												
11/13/2001	684	20684		clothes	0												
3/18/2002	684	20684			2												
4/2/2002	684	20684		clothes	2												
1/16/2003	684	20684		"food, clothes"	2		3					0.00					
3/29/2005	684	20684					6					0.00					
6/13/2005	684	20684					12					0.00					
6/23/2005	684	20684			2							0.00					
9/26/2005	684	20684			4							0.00					
11/29/2005	684	20684			3		21					0.00					
10/30/2006	684	20684			3	20						0.00					
11/13/2007	684	0			4	25	2					0.00					
5/22/2008	684	0			4	25	21					0.00					
8/25/2008	684	0			4	25				1		0.00					
1/22/2009	684	0			4	25	9					0.00					
1/18/2001	685	20685			1												
1/22/2001	685	20685		$2 bus tickets	0												
2/12/2001	685	20685			1												
3/7/2002	685	20685			1												
3/18/2002	685	20685			1												
10/15/2002	685	20685		clothes			6					0.00					
11/5/2002	685	20685			1							0.00					
1/6/2003	685	20685			1					1		0.00					
2/13/2003	685	20685			1		4					0.00					
5/5/2003	685	20685			1					1		0.00					
6/30/2003	685	20685			1							0.00					
2/25/2004	685	20685		clothes			3					0.00					
4/21/2004	685	20685					4					0.00					
5/19/2004	685	20685					2					0.00					
7/29/1999	686	20686			3												
10/25/2001	686	20686		clothes	3												
2/10/2005	686	20686			2		8					0.00					
2/7/2000	687	20687			1												
9/19/2000	687	20687			1												
10/19/2000	687	20687		clothes	1												
5/7/2002	687	20687		clothes	1												
7/10/2002	687	20687					6					0.00					
8/21/2002	687	20687					1					0.00					
3/11/2003	687	20687			1		8					0.00					
5/20/2003	687	20687			1							0.00					
6/2/2003	687	20687			1							0.00					
12/15/2004	687	20687					0					0.00					
4/27/1999	688	20688			2												
5/13/2002	688	20688			1												
4/29/2002	690	20690			3												
3/26/2002	691	20691		clothes	2												
1/10/2002	692	20692		clothes	3												
6/17/2003	692	20692			3		15					0.00					
10/9/2003	692	20692			3		13					0.00					
12/4/2003	692	20692		clothes;food	3		10					0.00					
5/21/2007	692	0			3	20						0.00					
7/17/2007	692	0				0	17					0.00					
11/20/2001	694	20694		clothes	3												
10/25/2001	695	20695			2												
3/15/2002	695	20695		"$water-bill, $200"	6												
3/18/2002	695	20695		help with monety (see 03-15-02)	0												
10/23/2001	696	20696		clothes; hygiene	4												
4/20/2011	696	0			4	30	11					0.00					
2/6/2002	697	20697		clothes	0												
4/9/2002	698	20698		clothes	1												
7/15/2009	698	0			1	10	6					0.00					
7/21/2009	698	0				0	6					0.00					
7/24/2009	698	0				0	7					0.00					
8/12/2009	698	0				0	5					0.00					
8/19/2009	698	0				0	3					0.00					
9/2/2009	698	0				0	6					0.00					
10/7/2009	698	0				0	6					0.00					
11/16/2001	699	20699			1												
9/3/2002	699	20699			1							0.00					
5/16/2002	701	20701		clothing	1												
4/17/1999	703	20703		clothes	2												
4/11/2000	704	20704		clothes	5												
4/23/2002	704	20704		clothes	5												
9/5/2002	704	20704										154.00					
12/19/2000	706	20706			3												
12/17/2001	706	20706			3												
12/20/2001	706	20706		$110.00 from Mt. Syvan for Prescriptions	0												
1/22/2002	706	20706			3												
11/10/2000	707	20707		hygiene	1												
11/30/2000	707	20707			1												
3/20/2001	707	20707			1												
6/14/2001	707	20707		clothes	1												
4/30/2002	707	20707			1												
6/24/2002	707	20707		food	0												
7/29/2002	707	20707			1							0.00					
4/10/2003	707	20707		clothes; food	7		1					0.00					
7/14/2003	707	20707			1		7					0.00					
9/11/2003	707	20707					6			1		0.00					
10/7/2003	707	20707					3					0.00					
1/8/2004	707	20707		clothing;hygiene kit			5			1		0.00					
6/8/2004	707	20707					5			1		0.00					
12/16/2008	707	0			1	10	6					0.00					
12/29/2008	707	0				0	2			1		0.00					
1/6/2009	707	0			2	15	7					0.00					
1/29/2009	707	0			1	10	7					0.00					
2/3/2009	707	0				0						0.00					
2/12/2009	707	0				0	4					0.00					
2/19/2009	707	0			1	10	6					0.00					
2/24/2009	707	0				0	5					0.00					
3/4/2009	707	0				0	5					0.00					
4/22/2009	707	0			1	10						0.00					
6/3/2009	707	0				0	0					0.00					
7/7/2009	707	0				0	0					0.00					
7/24/2009	707	0				0	0					0.00					
2/9/2010	707	0			1	10	4					0.00					
3/23/2010	707	0			1	10						0.00					
4/21/2010	707	0			1	10	0					0.00					
5/17/2010	707	0			1	10	2					0.00					
6/15/2010	707	0			1	10						0.00					
8/16/2010	707	0			1	15						0.00					
9/7/2010	707	0			1	15						0.00					
11/10/2010	707	0			1	15	1					0.00					
12/20/2010	707	0			1	15	4					0.00					
2/9/2011	707	0			1	15						0.00					
3/15/2011	707	0			1	15						0.00					
5/2/2011	707	0			1	15						0.00					
5/31/2011	707	0			1	15						0.00					
8/4/2011	707	0			1	15	4					0.00					
5/8/2012	707	0			1151	0						0.00					
6/4/2012	707	0			5	45	1					0.00					
8/14/2012	707	0			1	15	3					0.00					
9/24/2012	707	0			1	15						0.00					
1/9/2013	707	0			1	15	2					0.00					
2/4/2013	707	0			1	15	2					0.00					
3/12/2013	707	0			1	15	7					0.00					
6/24/2015	707	0			1	15						0.00					
3/24/2016	707	0			1	15	0					0.00					
7/12/2016	707	0			1	15	2					0.00					
5/18/1999	708	20708			2												
6/15/1999	708	20708		pampers	2												
6/29/1999	708	20708		pampers	0												
8/24/1999	708	20708		pampers	2												
9/20/1999	708	20708		hygiene	3												
10/19/1999	708	20708			3												
11/15/1999	708	20708			3												
1/11/2000	708	20708		pampers; hygiene	2												
2/24/2000	708	20708		clothing	3												
8/22/2000	708	20708		"clothes, school kit"	2												
10/23/2001	708	20708		clothes	2												
5/13/2003	708	20708			2							0.00					
11/6/2003	708	20708			3		12					0.00					
11/23/1999	709	20709			3												
10/15/2001	709	20709		"clothes, hygiene"	2												
3/27/2001	710	20710		"snacks, clothes"	0												
7/31/2001	710	20710		clothes	4												
4/15/2002	710	20710			5												
7/29/2002	710	20710			5							0.00					
8/13/2002	710	20710		Food	4							0.00					
11/18/2002	710	20710			4							0.00					
7/10/2003	710	20710					33					0.00					
7/25/2003	710	20710			4							0.00					
7/28/2003	710	20710			4							0.00					
9/23/2003	710	20710			5		11					0.00					
6/22/2009	710	0			5	30	25					0.00					
11/25/2009	710	0				0	4					0.00					
3/25/2010	710	0			5	30						0.00					
9/1/2010	710	0				0	25					0.00					
10/28/2001	711	20711			1												
12/4/2001	712	20712		clothing	7												
1/11/2002	712	20712			5												
6/21/2002	712	20712			7												
7/23/2002	712	20712		18	7							0.00					
1/15/2003	712	20712		clothing			32					0.00					
1/21/2003	712	20712		pampers				12				0.00					
1/22/2003	712	20712		pampers				10				0.00					
6/21/2002	713	20713		diapers	2												
6/21/2002	714	20714		clothing	4												
5/10/1999	718	20718		"St Phil's assisted with rent, $292.--"	0												
4/11/2002	719	20719		$150 from St. Phillips	0							150.00					
12/23/2002	719	20719			2							0.00					
4/2/2002	720	20720		counseling referral	0												
4/29/2008	720	0				0	3					0.00					
6/2/2008	720	0			1	10						0.00					
1/10/2002	721	20721		clothing	0												
1/16/2002	721	20721		clothing	0												
1/29/2002	721	20721			1												
11/4/2004	721	20721					19					0.00					
5/13/2002	722	20722		hygiene	1												
8/6/2002	722	20722		Food	1												
8/12/2003	722	20722					4					0.00					
1/10/2002	723	20723		clothing	0												
2/19/2002	723	20723		clothing	0												
5/14/2002	724	20724		clothing	0												
4/7/2005	724	20724					4					0.00					
11/16/2001	725	20725		clothing	1												
3/14/2002	726	20726		clothing and 10 Bus tickets	0												
1/10/2002	727	20727			4												
1/25/2007	727	20727			4	25	2					0.00					
3/6/2007	727	20727				0	5					0.00					
7/27/1999	728	20728			1												
7/18/2000	728	20728			1												
4/26/2001	728	20728			1												
1/29/2002	728	20728			1												
3/23/2002	728	20728			1												
3/28/2002	728	20728			1												
11/27/2001	729	20729			1												
12/21/2001	730	20730		clothing	1												
4/15/2002	731	20731			2												
11/28/2007	731	20731			1		5										
12/12/2007	731	0				0	10					0.00					
1/30/2008	731	0				0	6					0.00					
2/13/2008	731	0				0	8					0.00					
2/20/2008	731	0				0	3					0.00					
2/27/2008	731	0				0	3					0.00					
3/5/2008	731	0				0	4					0.00					
3/19/2008	731	0				0	7					0.00					
4/9/2008	731	0				0	3					0.00					
4/23/2008	731	0				0	5					0.00					
5/7/2008	731	0				0						0.00					
6/11/2008	731	0				0	5					0.00					
6/25/2008	731	0				0						0.00					
7/2/2008	731	0				0	2					0.00					
7/9/2008	731	0				0	2					0.00					
8/27/2008	731	0				0	4					0.00					
9/24/2008	731	0				0	0					0.00					
12/12/2011	731	0			1	15	5					0.00					
11/13/2001	732	20732			5												
2/8/1999	733	20733		clothing	0												
10/2/2001	733	20733		clothing	0												
2/23/2012	733	0			1	15	10					0.00					
8/21/2012	733	0			1	15	8					0.00					
9/26/2012	733	0			1	15	8					0.00					
10/31/2012	733	0			1	15	9					0.00					
5/27/1999	735	20735		clothing; hygiene	3												
12/11/2000	735	20735		hygiene	3												
9/18/2001	735	20735		clothing	0												
6/24/2002	735	20735			1												
2/23/2004	735	20735		food	3							0.00					
12/30/2004	735	20735			3		6					0.00					
4/26/2005	735	20735			3		6					0.00					
5/19/2005	735	20735			3		6					0.00					
3/16/2006	735	20735			3	20	3			1		0.00					
4/11/2006	735	20735			3	20	3					0.00					
11/20/2007	735	0			2	15	8					0.00					
6/24/2010	735	0			1	10	7					0.00					
2/13/2002	736	20736			2												
10/18/2001	737	20737			6												
8/22/2002	737	20737					5					0.00					
12/12/2006	737	20737				0	5					0.00					
12/14/2006	737	20737			6	40						0.00					
1/15/1999	738	20738		clothing	1												
6/28/1999	738	20738		soap	2												
7/9/1999	738	20738			1												
9/13/2001	738	20738		clothing	3												
3/27/2002	738	20738		clothing; hygiene	0												
6/5/2003	738	20738			3		15					0.00					
12/2/2003	738	20738		clothing	5		25					0.00					
12/8/2003	738	20738		hygiene kit						1		0.00					
1/29/2004	738	20738		hygiene kit; clothes			12			1		0.00					
2/26/2004	738	20738		food	4							0.00					
3/29/2004	738	20738			3							0.00					
4/5/2004	738	20738								1		0.00					
4/6/2004	738	20738					21					0.00					
4/26/2004	738	20738			1							0.00					
5/13/2004	738	20738						12				0.00					
5/24/2004	738	20738			1					1		0.00					
6/21/2004	738	20738			1							0.00					
7/13/2004	738	20738					29					0.00					
7/19/2004	738	20738			1							0.00					
8/17/2004	738	20738			1		7					0.00					
9/2/2004	738	20738					28					0.00					
9/27/2004	738	20738			1							0.00					
9/30/2004	738	20738					12					0.00					
10/21/2004	738	20738			1		14					0.00					
11/22/2004	738	20738			1							0.00					
11/23/2004	738	20738					11					0.00					
1/6/2005	738	20738			2		28					0.00					
1/27/2005	738	20738			1		15					0.00					
2/14/2005	738	20738								1		0.00					
2/24/2005	738	20738			1		27					0.00					
3/22/2005	738	20738			1		15					0.00					
4/21/2005	738	20738			2		18					0.00					
5/19/2005	738	20738			2					1		0.00					
5/26/2005	738	20738					16	12				0.00					
6/27/2005	738	20738			2					1		0.00					
7/21/2005	738	20738			2		23					0.00					
8/16/2005	738	20738			2		12					0.00					
9/15/2005	738	20738			2		20			1		0.00					
10/24/2005	738	20738			2					1		0.00					
10/25/2005	738	20738					14					0.00					
11/28/2005	738	20738			2							0.00					
1/9/2006	738	20738			2	15						0.00					
1/10/2006	738	20738				0	20					0.00					
4/3/2006	738	20738			3	20				1		0.00					
4/4/2006	738	20738				0	28					0.00					
5/11/2006	738	20738			3	20	6					0.00					
6/6/2006	738	20738			3	20	10					0.00					
7/13/2006	738	20738			4	25	10			1		0.00					
8/15/2006	738	20738			4	25	9			1		0.00					
9/12/2006	738	20738			4	25	28			1		0.00					
10/9/2006	738	20738			4	25						0.00					
10/11/2006	738	20738				0	12					0.00					
10/17/2006	738	20738				0				1		0.00					
11/16/2006	738	20738				0	21					0.00					
12/14/2006	738	20738			4	25	8					0.00					
1/22/2007	738	20738			3	20						0.00					
2/8/2007	738	20738				0	18					0.00					
2/26/2007	738	20738			4	25						0.00					
3/8/2007	738	20738				0	17					0.00					
3/27/2007	738	20738			3	20						0.00					
4/30/2007	738	0			3	20						0.00					
5/8/2007	738	0				0	23					0.00					
5/31/2007	738	0			3	20						0.00					
8/13/2007	738	0			3	20						0.00					
8/16/2007	738	0				0	25					0.00					
9/10/2007	738	0			3	20						0.00					
9/11/2007	738	0				0	55					0.00					
10/11/2007	738	0			3	20	34	12		1		0.00					
11/12/2007	738	0			4	25						0.00					
11/13/2007	738	0				0	18					0.00					
12/11/2007	738	0			4	25	26	12				0.00					
1/8/2008	738	0			4	25	48					0.00					
2/12/2008	738	0			4	25	0					0.00					
3/3/2008	738	0			4	25						0.00					
3/21/2008	738	0			4	25	57					0.00					
4/8/2008	738	0			4	25						0.00					
5/13/2008	738	0			4	25						0.00					
6/9/2008	738	0			4	25	16					0.00					
6/17/2008	738	0				0	13					0.00					
7/7/2008	738	0			4	25	11					0.00					
8/4/2008	738	0			4	25	13					0.00					
9/8/2008	738	0			4	25	14			1		0.00					
10/20/2008	738	0			4	25	12					0.00					
10/23/2008	738	0			4	25	23					0.00					
11/17/2008	738	0			4	25	25					0.00					
11/20/2008	738	0			4	25	2	12				0.00					
12/10/2008	738	0			4	25	11	12		1		0.00					
1/5/2009	738	0			4	25	25	12				0.00					
2/19/2009	738	0			4	25	11	12				0.00					
4/16/2009	738	0			4	25	43	12		1		0.00					
5/26/2009	738	0			4	25	13					0.00					
7/13/2009	738	0			4	25	25					0.00					
8/10/2009	738	0			4	25	25					0.00					
9/16/2009	738	0				0	13					0.00					
10/13/2009	738	0			4	25	15					0.00					
11/11/2009	738	0			4	25	20					0.00					
2/15/2010	738	0			4	25	27					0.00					
3/11/2010	738	0			4	25	27					0.00					
4/7/2010	738	0			4	25	25					0.00					
5/5/2010	738	0			4	25	12					0.00					
5/18/2010	738	0				0	1					0.00					
6/9/2010	738	0			4	25	12					0.00					
7/20/2010	738	0			4	30	28					0.00					
8/12/2010	738	0			4	30	12					0.00					
9/15/2010	738	0			5	45	25					0.00					
10/18/2010	738	0			5	45	25					0.00					
11/17/2010	738	0			5	45	25					0.00	Rent	Eno River Universalist Unitarians			
12/16/2010	738	0			5	45	21					0.00					
1/19/2011	738	0				0	15					0.00					
2/22/2011	738	0			5	45	21					0.00					
3/21/2011	738	0			5	45	10					0.00					
4/14/2011	738	0			5	45	25					0.00					
5/18/2011	738	0			5	45	10					0.00					
6/20/2011	738	0			5	45	20					0.00					
7/18/2011	738	0			5	45	25					0.00					
8/30/2011	738	0				0	20					0.00					
8/31/2011	738	0			5	45	20					0.00					
9/14/2011	738	0			5	45	10					0.00					
10/20/2011	738	0			5	45	28					0.00					
12/6/2011	738	0				0	20					0.00					
1/19/2012	738	0			5	45	25					0.00					
2/29/2012	738	0			5	45	10					0.00					
3/20/2012	738	0			5	45	10					0.00					
4/23/2012	738	0			5	45	29					0.00					
